89	2015	Ligue 1	AS Saint-Étienne	RC Strasbourg Alsace	527	576	2019-02-13 18:00:00	2	0	2	1	2019-02-15 22:58:08	2019-02-15 22:58:08
90	2015	Ligue 1	SM Caen	FC Nantes	514	543	2019-02-13 18:30:00	0	0	0	1	2019-02-15 22:58:08	2019-02-15 22:58:08
91	2016	Championship	Preston North End FC	Norwich City FC	1081	68	2019-02-13 19:45:00	2	0	3	1	2019-02-15 22:58:08	2019-02-15 22:58:08
92	2016	Championship	Ipswich Town FC	Derby County FC	349	342	2019-02-13 19:45:00	0	1	1	1	2019-02-15 22:58:08	2019-02-15 22:58:08
93	2016	Championship	Wigan Athletic FC	Stoke City FC	75	70	2019-02-13 19:45:00	0	0	0	0	2019-02-15 22:58:08	2019-02-15 22:58:08
94	2016	Championship	Sheffield United FC	Middlesbrough FC	356	343	2019-02-13 19:45:00	0	0	1	0	2019-02-15 22:58:08	2019-02-15 22:58:08
95	2016	Championship	Leeds United AFC	Swansea City AFC	341	72	2019-02-13 19:45:00	2	0	2	1	2019-02-15 22:58:08	2019-02-15 22:58:08
96	2016	Championship	Brentford FC	Aston Villa FC	402	58	2019-02-13 19:45:00	0	0	1	0	2019-02-15 22:58:08	2019-02-15 22:58:08
97	2001	UEFA Champions League	Tottenham Hotspur FC	BV Borussia 09 Dortmund	73	4	2019-02-13 20:00:00	0	0	3	0	2019-02-15 22:58:08	2019-02-15 22:58:08
98	2001	UEFA Champions League	AFC Ajax	Real Madrid CF	678	86	2019-02-13 20:00:00	0	0	1	2	2019-02-15 22:58:08	2019-02-15 22:58:08
99	2016	Championship	Reading FC	Blackburn Rovers FC	355	59	2019-02-13 20:00:00	1	0	2	1	2019-02-15 22:58:08	2019-02-15 22:58:08
100	2015	Ligue 1	Nîmes Olympique	Dijon Football Côte d'Or	556	528	2019-02-15 18:00:00	1	0	2	0	2019-02-15 22:58:08	2019-02-15 22:58:08
101	2003	Eredivisie	ADO Den Haag	PEC Zwolle	680	684	2019-02-15 19:00:00	1	0	1	0	2019-02-15 22:58:08	2019-02-15 22:58:08
102	2002	Bundesliga	FC Augsburg	FC Bayern München	16	5	2019-02-15 19:30:00	2	2	2	3	2019-02-15 22:58:08	2019-02-15 22:58:08
103	2019	Serie A	Juventus FC	Frosinone Calcio	109	470	2019-02-15 19:30:00	2	0	3	0	2019-02-15 22:58:08	2019-02-15 22:58:08
104	2015	Ligue 1	Olympique Lyonnais	En Avant Guingamp	523	538	2019-02-15 19:45:00	2	1	2	1	2019-02-15 22:58:08	2019-02-15 22:58:08
105	2014	Primera Division	SD Eibar	Getafe CF	278	82	2019-02-15 20:00:00	0	1	2	2	2019-02-15 22:58:08	2019-02-15 22:58:08
106	2017	Primeira Liga	Rio Ave FC	CD Santa Clara	496	5530	2019-02-15 20:30:00	1	1	1	2	2019-02-15 22:58:08	2019-02-15 22:58:08
